table_no,pdf_page,price_type,commodity,sl_no,district_as_published,year,raw_value,price_rs_per_quintal,cell_status
3,51,Farm Harvest,Maize,13,Jajpur,2016-17,1500,1500,ok
3,51,Farm Harvest,Maize,13,Jajpur,2017-18,-,,dash
3,51,Farm Harvest,Maize,13,Jajpur,2018-19,2150,2150,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2013-14,1160,1160,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2014-15,1200,1200,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2015-16,1320,1320,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2016-17,1400,1400,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2017-18,2000,2000,ok
3,51,Farm Harvest,Maize,14,Jharsuguda,2018-19,1425,1425,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2013-14,1010,1010,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2014-15,1206,1206,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2015-16,1300,1300,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2016-17,1333,1333,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2017-18,1375,1375,ok
3,51,Farm Harvest,Maize,15,Kalahandi,2018-19,1457,1457,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2013-14,1190,1190,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2014-15,1333,1333,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2015-16,1375,1375,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2016-17,1500,1500,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2017-18,1167,1167,ok
3,51,Farm Harvest,Maize,16,Kandhamal,2018-19,1167,1167,ok
3,51,Farm Harvest,Maize,17,Kendrapara,2013-14,-,,dash
3,51,Farm Harvest,Maize,17,Kendrapara,2014-15,-,,dash
3,51,Farm Harvest,Maize,17,Kendrapara,2015-16,-,,dash
3,51,Farm Harvest,Maize,17,Kendrapara,2016-17,-,,dash
3,51,Farm Harvest,Maize,17,Kendrapara,2017-18,-,,dash
3,51,Farm Harvest,Maize,17,Kendrapara,2018-19,-,,dash
3,51,Farm Harvest,Maize,18,Keonjhar,2013-14,1050,1050,ok
3,51,Farm Harvest,Maize,18,Keonjhar,2014-15,1258,1258,ok
3,51,Farm Harvest,Maize,18,Keonjhar,2015-16,1350,1350,ok
3,51,Farm Harvest,Maize,18,Keonjhar,2016-17,1483,1483,ok
3,51,Farm Harvest,Maize,18,Keonjhar,2017-18,1828,1828,ok
3,51,Farm Harvest,Maize,18,Keonjhar,2018-19,1677,1677,ok
3,51,Farm Harvest,Maize,19,Khurda,2013-14,-,,dash
3,51,Farm Harvest,Maize,19,Khurda,2014-15,-,,dash
3,51,Farm Harvest,Maize,19,Khurda,2015-16,-,,dash
3,51,Farm Harvest,Maize,19,Khurda,2016-17,1600,1600,ok
3,51,Farm Harvest,Maize,19,Khurda,2017-18,1670,1670,ok
3,51,Farm Harvest,Maize,19,Khurda,2018-19,1670,1670,ok
3,51,Farm Harvest,Maize,20,Koraput,2013-14,1100,1100,ok
3,51,Farm Harvest,Maize,20,Koraput,2014-15,1250,1250,ok
3,51,Farm Harvest,Maize,20,Koraput,2015-16,1320,1320,ok
3,51,Farm Harvest,Maize,20,Koraput,2016-17,1333,1333,ok
3,51,Farm Harvest,Maize,20,Koraput,2017-18,2183,2183,ok
3,51,Farm Harvest,Maize,20,Koraput,2018-19,1864,1864,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2013-14,1090,1090,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2014-15,1280,1280,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2015-16,1350,1350,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2016-17,1420,1420,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2017-18,1490,1490,ok
3,51,Farm Harvest,Maize,21,Malkangiri,2018-19,1490,1490,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2013-14,1040,1040,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2014-15,1218,1218,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2015-16,1283,1283,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2016-17,1345,1345,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2017-18,2340,2340,ok
3,51,Farm Harvest,Maize,22,Mayurbhanj,2018-19,1708,1708,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2013-14,1006,1006,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2014-15,1098,1098,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2015-16,1159,1159,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2016-17,1200,1200,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2017-18,1470,1470,ok
3,51,Farm Harvest,Maize,23,Nabarangapur,2018-19,1343,1343,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2013-14,1200,1200,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2014-15,1320,1320,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2015-16,1199,1199,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2016-17,1500,1500,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2017-18,1889,1889,ok
3,51,Farm Harvest,Maize,24,Nayagarh,2018-19,1450,1450,ok
3,51,Farm Harvest,Maize,25,Nuapara,2013-14,1120,1120,ok
3,51,Farm Harvest,Maize,25,Nuapara,2014-15,1175,1175,ok
3,51,Farm Harvest,Maize,25,Nuapara,2015-16,-,,dash
3,51,Farm Harvest,Maize,25,Nuapara,2016-17,-,,dash
3,51,Farm Harvest,Maize,25,Nuapara,2017-18,1089,1089,ok
3,51,Farm Harvest,Maize,25,Nuapara,2018-19,1500,1500,ok
3,51,Farm Harvest,Maize,26,Puri,2013-14,-,,dash
3,51,Farm Harvest,Maize,26,Puri,2014-15,-,,dash
3,51,Farm Harvest,Maize,26,Puri,2015-16,-,,dash
3,51,Farm Harvest,Maize,26,Puri,2016-17,-,,dash
3,51,Farm Harvest,Maize,26,Puri,2017-18,-,,dash
3,51,Farm Harvest,Maize,26,Puri,2018-19,-,,dash
3,51,Farm Harvest,Maize,27,Rayagada,2013-14,1111,1111,ok
3,51,Farm Harvest,Maize,27,Rayagada,2014-15,1134,1134,ok
3,51,Farm Harvest,Maize,27,Rayagada,2015-16,1149,1149,ok
3,51,Farm Harvest,Maize,27,Rayagada,2016-17,1242,1242,ok
3,51,Farm Harvest,Maize,27,Rayagada,2017-18,1341,1341,ok
3,51,Farm Harvest,Maize,27,Rayagada,2018-19,1583,1583,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2013-14,1100,1100,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2014-15,1200,1200,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2015-16,2160,2160,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2016-17,1675,1675,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2017-18,2633,2633,ok
3,51,Farm Harvest,Maize,28,Sambalpur,2018-19,2418,2418,ok
3,51,Farm Harvest,Maize,29,Sonepur,2013-14,1200,1200,ok
3,51,Farm Harvest,Maize,29,Sonepur,2014-15,1275,1275,ok
3,51,Farm Harvest,Maize,29,Sonepur,2015-16,-,,dash
3,51,Farm Harvest,Maize,29,Sonepur,2016-17,1400,1400,ok
3,51,Farm Harvest,Maize,29,Sonepur,2017-18,1338,1338,ok
3,51,Farm Harvest,Maize,29,Sonepur,2018-19,2375,2375,ok
3,51,Farm Harvest,Maize,30,Sundargarh,2013-14,-,,dash
3,51,Farm Harvest,Maize,30,Sundargarh,2014-15,-,,dash
3,51,Farm Harvest,Maize,30,Sundargarh,2015-16,-,,dash
3,51,Farm Harvest,Maize,30,Sundargarh,2016-17,1400,1400,ok
3,51,Farm Harvest,Maize,30,Sundargarh,2017-18,2500,2500,ok
3,51,Farm Harvest,Maize,30,Sundargarh,2018-19,1919,1919,ok
4,52,Farm Harvest,Ragi,1,Angul,2013-14,1411,1411,ok
4,52,Farm Harvest,Ragi,1,Angul,2014-15,1566,1566,ok
4,52,Farm Harvest,Ragi,1,Angul,2015-16,1650,1650,ok
4,52,Farm Harvest,Ragi,1,Angul,2016-17,1800,1800,ok
4,52,Farm Harvest,Ragi,1,Angul,2017-18,1800,1800,ok
4,52,Farm Harvest,Ragi,1,Angul,2018-19,2280,2280,ok
4,52,Farm Harvest,Ragi,2,Balasore,2013-14,-,,dash
4,52,Farm Harvest,Ragi,2,Balasore,2014-15,-,,dash
4,52,Farm Harvest,Ragi,2,Balasore,2015-16,-,,dash
4,52,Farm Harvest,Ragi,2,Balasore,2016-17,-,,dash
4,52,Farm Harvest,Ragi,2,Balasore,2017-18,-,,dash
4,52,Farm Harvest,Ragi,2,Balasore,2018-19,-,,dash
4,52,Farm Harvest,Ragi,3,Bargarh,2013-14,-,,dash
4,52,Farm Harvest,Ragi,3,Bargarh,2014-15,-,,dash
4,52,Farm Harvest,Ragi,3,Bargarh,2015-16,-,,dash
4,52,Farm Harvest,Ragi,3,Bargarh,2016-17,1988,1988,ok
4,52,Farm Harvest,Ragi,3,Bargarh,2017-18,-,,dash
4,52,Farm Harvest,Ragi,3,Bargarh,2018-19,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2013-14,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2014-15,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2015-16,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2016-17,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2017-18,-,,dash
4,52,Farm Harvest,Ragi,4,Bhadrak,2018-19,-,,dash
4,52,Farm Harvest,Ragi,5,Bolangir,2013-14,1300,1300,ok
4,52,Farm Harvest,Ragi,5,Bolangir,2014-15,1465,1465,ok
4,52,Farm Harvest,Ragi,5,Bolangir,2015-16,1600,1600,ok
4,52,Farm Harvest,Ragi,5,Bolangir,2016-17,1750,1750,ok
4,52,Farm Harvest,Ragi,5,Bolangir,2017-18,-,,dash
4,52,Farm Harvest,Ragi,5,Bolangir,2018-19,-,,dash
4,52,Farm Harvest,Ragi,6,Boudh,2013-14,1420,1420,ok
4,52,Farm Harvest,Ragi,6,Boudh,2014-15,1490,1490,ok
4,52,Farm Harvest,Ragi,6,Boudh,2015-16,1620,1620,ok
4,52,Farm Harvest,Ragi,6,Boudh,2016-17,1765,1765,ok
4,52,Farm Harvest,Ragi,6,Boudh,2017-18,-,,dash
4,52,Farm Harvest,Ragi,6,Boudh,2018-19,-,,dash
4,52,Farm Harvest,Ragi,7,Cuttack,2013-14,1400,1400,ok
4,52,Farm Harvest,Ragi,7,Cuttack,2014-15,1450,1450,ok
4,52,Farm Harvest,Ragi,7,Cuttack,2015-16,1585,1585,ok
4,52,Farm Harvest,Ragi,7,Cuttack,2016-17,2050,2050,ok
4,52,Farm Harvest,Ragi,7,Cuttack,2017-18,-,,dash
4,52,Farm Harvest,Ragi,7,Cuttack,2018-19,-,,dash
4,52,Farm Harvest,Ragi,8,Deogarh,2013-14,-,,dash
4,52,Farm Harvest,Ragi,8,Deogarh,2014-15,-,,dash
4,52,Farm Harvest,Ragi,8,Deogarh,2015-16,-,,dash
4,52,Farm Harvest,Ragi,8,Deogarh,2016-17,1900,1900,ok
4,52,Farm Harvest,Ragi,8,Deogarh,2017-18,2250,2250,ok
4,52,Farm Harvest,Ragi,8,Deogarh,2018-19,-,,dash
4,52,Farm Harvest,Ragi,9,Dhenkanal,2013-14,1400,1400,ok
4,52,Farm Harvest,Ragi,9,Dhenkanal,2014-15,1450,1450,ok
4,52,Farm Harvest,Ragi,9,Dhenkanal,2015-16,1575,1575,ok
4,52,Farm Harvest,Ragi,9,Dhenkanal,2016-17,1700,1700,ok
4,52,Farm Harvest,Ragi,9,Dhenkanal,2017-18,-,,dash
4,52,Farm Harvest,Ragi,9,Dhenkanal,2018-19,-,,dash
4,52,Farm Harvest,Ragi,10,Gajapati,2013-14,1252,1252,ok
4,52,Farm Harvest,Ragi,10,Gajapati,2014-15,1300,1300,ok
4,52,Farm Harvest,Ragi,10,Gajapati,2015-16,1500,1500,ok
4,52,Farm Harvest,Ragi,10,Gajapati,2016-17,1750,1750,ok
4,52,Farm Harvest,Ragi,10,Gajapati,2017-18,1844,1844,ok
4,52,Farm Harvest,Ragi,10,Gajapati,2018-19,2717,2717,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2013-14,1250,1250,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2014-15,1300,1300,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2015-16,1500,1500,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2016-17,1629,1629,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2017-18,1909,1909,ok
4,52,Farm Harvest,Ragi,11,Ganjam,2018-19,2200,2200,ok
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2013-14,-,,dash
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2014-15,-,,dash
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2015-16,-,,dash
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2016-17,-,,dash
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2017-18,-,,dash
4,52,Farm Harvest,Ragi,12,Jagatsinghpur,2018-19,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2013-14,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2014-15,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2015-16,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2016-17,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2017-18,-,,dash
4,52,Farm Harvest,Ragi,13,Jajpur,2018-19,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2013-14,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2014-15,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2015-16,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2016-17,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2017-18,-,,dash
4,52,Farm Harvest,Ragi,14,Jharsuguda,2018-19,-,,dash
4,52,Farm Harvest,Ragi,15,Kalahandi,2013-14,1350,1350,ok
4,52,Farm Harvest,Ragi,15,Kalahandi,2014-15,1400,1400,ok
4,52,Farm Harvest,Ragi,15,Kalahandi,2015-16,1600,1600,ok
4,52,Farm Harvest,Ragi,15,Kalahandi,2016-17,1850,1850,ok
4,52,Farm Harvest,Ragi,15,Kalahandi,2017-18,1800,1800,ok
4,52,Farm Harvest,Ragi,15,Kalahandi,2018-19,2220,2220,ok
4,52,Farm Harvest,Ragi,16,Kandhamal,2013-14,1400,1400,ok
4,52,Farm Harvest,Ragi,16,Kandhamal,2014-15,1438,1438,ok
4,52,Farm Harvest,Ragi,16,Kandhamal,2015-16,1650,1650,ok
4,52,Farm Harvest,Ragi,16,Kandhamal,2016-17,,,blank
4,52,Farm Harvest,Ragi,16,Kandhamal,2017-18,1733,1733,ok
4,52,Farm Harvest,Ragi,16,Kandhamal,2018-19,2033,2033,ok
4,52,Farm Harvest,Ragi,17,Kendrapara,2013-14,-,,dash
4,52,Farm Harvest,Ragi,17,Kendrapara,2014-15,-,,dash
4,52,Farm Harvest,Ragi,17,Kendrapara,2015-16,-,,dash
4,52,Farm Harvest,Ragi,17,Kendrapara,2016-17,-,,dash
4,52,Farm Harvest,Ragi,17,Kendrapara,2017-18,-,,dash
4,52,Farm Harvest,Ragi,17,Kendrapara,2018-19,-,,dash
4,52,Farm Harvest,Ragi,18,Keonjhar,2013-14,-,,dash
4,52,Farm Harvest,Ragi,18,Keonjhar,2014-15,-,,dash
4,52,Farm Harvest,Ragi,18,Keonjhar,2015-16,-,,dash
4,52,Farm Harvest,Ragi,18,Keonjhar,2016-17,2100,2100,ok
4,52,Farm Harvest,Ragi,18,Keonjhar,2017-18,-,,dash
4,52,Farm Harvest,Ragi,18,Keonjhar,2018-19,-,,dash
4,52,Farm Harvest,Ragi,19,Khurda,2013-14,1500,1500,ok
4,52,Farm Harvest,Ragi,19,Khurda,2014-15,1533,1533,ok
4,52,Farm Harvest,Ragi,19,Khurda,2015-16,1685,1685,ok
4,52,Farm Harvest,Ragi,19,Khurda,2016-17,-,,dash
4,52,Farm Harvest,Ragi,19,Khurda,2017-18,1950,1950,ok
4,52,Farm Harvest,Ragi,19,Khurda,2018-19,2100,2100,ok
4,52,Farm Harvest,Ragi,20,Koraput,2013-14,1220,1220,ok
4,52,Farm Harvest,Ragi,20,Koraput,2014-15,1266,1266,ok
4,52,Farm Harvest,Ragi,20,Koraput,2015-16,1476,1476,ok
4,52,Farm Harvest,Ragi,20,Koraput,2016-17,1609,1609,ok
4,52,Farm Harvest,Ragi,20,Koraput,2017-18,1741,1741,ok
4,52,Farm Harvest,Ragi,20,Koraput,2018-19,2171,2171,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2013-14,1260,1260,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2014-15,1325,1325,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2015-16,1463,1463,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2016-17,1644,1644,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2017-18,2094,2094,ok
4,52,Farm Harvest,Ragi,21,Malkangiri,2018-19,2322,2322,ok
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2013-14,-,,dash
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2014-15,-,,dash
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2015-16,-,,dash
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2016-17,-,,dash
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2017-18,-,,dash
4,52,Farm Harvest,Ragi,22,Mayurbhanj,2018-19,2280,2280,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2013-14,1365,1365,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2014-15,1399,1399,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2015-16,1588,1588,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2016-17,1829,1829,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2017-18,1550,1550,ok
4,52,Farm Harvest,Ragi,23,Nabarangapur,2018-19,2050,2050,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2013-14,1500,1500,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2014-15,1525,1525,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2015-16,1675,1675,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2016-17,2175,2175,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2017-18,1929,1929,ok
4,52,Farm Harvest,Ragi,24,Nayagarh,2018-19,-,,dash
4,52,Farm Harvest,Ragi,25,Nuapara,2013-14,1400,1400,ok
4,52,Farm Harvest,Ragi,25,Nuapara,2014-15,1450,1450,ok
4,52,Farm Harvest,Ragi,25,Nuapara,2015-16,1645,1645,ok
4,52,Farm Harvest,Ragi,25,Nuapara,2016-17,1500,1500,ok
4,52,Farm Harvest,Ragi,25,Nuapara,2017-18,1886,1886,ok
4,52,Farm Harvest,Ragi,25,Nuapara,2018-19,2300,2300,ok
4,52,Farm Harvest,Ragi,26,Puri,2013-14,1550,1550,ok
4,52,Farm Harvest,Ragi,26,Puri,2014-15,1555,1555,ok
4,52,Farm Harvest,Ragi,26,Puri,2015-16,1700,1700,ok
4,52,Farm Harvest,Ragi,26,Puri,2016-17,-,,dash
4,52,Farm Harvest,Ragi,26,Puri,2017-18,3000,3000,ok
4,52,Farm Harvest,Ragi,26,Puri,2018-19,-,,dash
4,52,Farm Harvest,Ragi,27,Rayagada,2013-14,1293,1293,ok
4,52,Farm Harvest,Ragi,27,Rayagada,2014-15,1481,1481,ok
4,52,Farm Harvest,Ragi,27,Rayagada,2015-16,1650,1650,ok
4,52,Farm Harvest,Ragi,27,Rayagada,2016-17,1713,1713,ok
4,52,Farm Harvest,Ragi,27,Rayagada,2017-18,1617,1617,ok
4,52,Farm Harvest,Ragi,27,Rayagada,2018-19,2224,2224,ok
4,52,Farm Harvest,Ragi,28,Sambalpur,2013-14,1400,1400,ok
4,52,Farm Harvest,Ragi,28,Sambalpur,2014-15,1493,1493,ok
4,52,Farm Harvest,Ragi,28,Sambalpur,2015-16,1665,1665,ok
4,52,Farm Harvest,Ragi,28,Sambalpur,2016-17,2491,2491,ok
4,52,Farm Harvest,Ragi,28,Sambalpur,2017-18,-,,dash
4,52,Farm Harvest,Ragi,28,Sambalpur,2018-19,2886,2886,ok
4,52,Farm Harvest,Ragi,29,Sonepur,2013-14,1750,1750,ok
4,52,Farm Harvest,Ragi,29,Sonepur,2014-15,1700,1700,ok
4,52,Farm Harvest,Ragi,29,Sonepur,2015-16,1720,1720,ok
4,52,Farm Harvest,Ragi,29,Sonepur,2016-17,-,,dash
4,52,Farm Harvest,Ragi,29,Sonepur,2017-18,-,,dash
4,52,Farm Harvest,Ragi,29,Sonepur,2018-19,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2013-14,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2014-15,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2015-16,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2016-17,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2017-18,-,,dash
4,52,Farm Harvest,Ragi,30,Sundargarh,2018-19,2705,2705,ok
5,53,Farm Harvest,Mung,1,Angul,2013-14,5003,5003,ok
5,53,Farm Harvest,Mung,1,Angul,2014-15,5360,5360,ok
5,53,Farm Harvest,Mung,1,Angul,2015-16,6137,6137,ok
5,53,Farm Harvest,Mung,1,Angul,2016-17,6347,6347,ok
5,53,Farm Harvest,Mung,1,Angul,2017-18,5669,5669,ok
5,53,Farm Harvest,Mung,1,Angul,2018-19,6836,6836,ok
5,53,Farm Harvest,Mung,2,Balasore,2013-14,4617,4617,ok
5,53,Farm Harvest,Mung,2,Balasore,2014-15,4977,4977,ok
5,53,Farm Harvest,Mung,2,Balasore,2015-16,5814,5814,ok
5,53,Farm Harvest,Mung,2,Balasore,2016-17,6363,6363,ok
5,53,Farm Harvest,Mung,2,Balasore,2017-18,6783,6783,ok
5,53,Farm Harvest,Mung,2,Balasore,2018-19,5854,5854,ok
5,53,Farm Harvest,Mung,3,Bargarh,2013-14,4563,4563,ok
5,53,Farm Harvest,Mung,3,Bargarh,2014-15,5001,5001,ok
5,53,Farm Harvest,Mung,3,Bargarh,2015-16,6000,6000,ok
5,53,Farm Harvest,Mung,3,Bargarh,2016-17,6334,6334,ok
5,53,Farm Harvest,Mung,3,Bargarh,2017-18,5894,5894,ok
5,53,Farm Harvest,Mung,3,Bargarh,2018-19,6171,6171,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2013-14,4700,4700,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2014-15,4900,4900,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2015-16,5850,5850,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2016-17,6300,6300,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2017-18,5600,5600,ok
5,53,Farm Harvest,Mung,4,Bhadrak,2018-19,5901,5901,ok
5,53,Farm Harvest,Mung,5,Bolangir,2013-14,4607,4607,ok
5,53,Farm Harvest,Mung,5,Bolangir,2014-15,5096,5096,ok
5,53,Farm Harvest,Mung,5,Bolangir,2015-16,6150,6150,ok
5,53,Farm Harvest,Mung,5,Bolangir,2016-17,6215,6215,ok
5,53,Farm Harvest,Mung,5,Bolangir,2017-18,6331,6331,ok
5,53,Farm Harvest,Mung,5,Bolangir,2018-19,6500,6500,ok
5,53,Farm Harvest,Mung,6,Boudh,2013-14,5083,5083,ok
5,53,Farm Harvest,Mung,6,Boudh,2014-15,5471,5471,ok
5,53,Farm Harvest,Mung,6,Boudh,2015-16,6300,6300,ok
5,53,Farm Harvest,Mung,6,Boudh,2016-17,6375,6375,ok
5,53,Farm Harvest,Mung,6,Boudh,2017-18,5286,5286,ok
5,53,Farm Harvest,Mung,6,Boudh,2018-19,5861,5861,ok
5,53,Farm Harvest,Mung,7,Cuttack,2013-14,4750,4750,ok
5,53,Farm Harvest,Mung,7,Cuttack,2014-15,5313,5313,ok
5,53,Farm Harvest,Mung,7,Cuttack,2015-16,6150,6150,ok
5,53,Farm Harvest,Mung,7,Cuttack,2016-17,6067,6067,ok
5,53,Farm Harvest,Mung,7,Cuttack,2017-18,6072,6072,ok
5,53,Farm Harvest,Mung,7,Cuttack,2018-19,5586,5586,ok
5,53,Farm Harvest,Mung,8,Deogarh,2013-14,4801,4801,ok
5,53,Farm Harvest,Mung,8,Deogarh,2014-15,5192,5192,ok
5,53,Farm Harvest,Mung,8,Deogarh,2015-16,6200,6200,ok
5,53,Farm Harvest,Mung,8,Deogarh,2016-17,6573,6573,ok
5,53,Farm Harvest,Mung,8,Deogarh,2017-18,6800,6800,ok
5,53,Farm Harvest,Mung,8,Deogarh,2018-19,5762,5762,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2013-14,4779,4779,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2014-15,5159,5159,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2015-16,6000,6000,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2016-17,6036,6036,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2017-18,5313,5313,ok
5,53,Farm Harvest,Mung,9,Dhenkanal,2018-19,5475,5475,ok
5,53,Farm Harvest,Mung,10,Gajapati,2013-14,4700,4700,ok
5,53,Farm Harvest,Mung,10,Gajapati,2014-15,5000,5000,ok
5,53,Farm Harvest,Mung,10,Gajapati,2015-16,5867,5867,ok
5,53,Farm Harvest,Mung,10,Gajapati,2016-17,5967,5967,ok
5,53,Farm Harvest,Mung,10,Gajapati,2017-18,5466,5466,ok
5,53,Farm Harvest,Mung,10,Gajapati,2018-19,5957,5957,ok
5,53,Farm Harvest,Mung,11,Ganjam,2013-14,4468,4468,ok
5,53,Farm Harvest,Mung,11,Ganjam,2014-15,4860,4860,ok
5,53,Farm Harvest,Mung,11,Ganjam,2015-16,5750,5750,ok
5,53,Farm Harvest,Mung,11,Ganjam,2016-17,5850,5850,ok
