reference_year,source_report,pdf_page,table_no,sl_no,district_as_published,is_state_total,land_use_category,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,16.58,16.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Barren and un-cultivable land,area,'000 ha,4,4,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Barren and un-cultivable land,pct_of_area_under_survey,%,2.14,2.14,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Permanent pastures and other grazing land,area,'000 ha,9,9,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.81,4.81,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,S,,below_half_unit
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Cultivable waste,area,'000 ha,7,7,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Cultivable waste,pct_of_area_under_survey,%,3.74,3.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Old fallows,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Old fallows,pct_of_area_under_survey,%,6.42,6.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Current fallows,area,'000 ha,6,6,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Current fallows,pct_of_area_under_survey,%,3.21,3.21,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Net area sown,area,'000 ha,105,105,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Net area sown,pct_of_area_under_survey,%,56.15,56.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Total area under survey,area,'000 ha,187,187,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Total area under survey,pct_of_geographical_area,%,79.57,79.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Area not included under survey,area,'000 ha,48,48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,29,Subarnapur,0,Geographical area,area,'000 ha,235,235,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Forest,area,'000 ha,175,175,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Forest,pct_of_area_under_survey,%,24.48,24.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Land put to non-agricultural uses,area,'000 ha,77,77,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,10.77,10.77,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Barren and un-cultivable land,area,'000 ha,64,64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Barren and un-cultivable land,pct_of_area_under_survey,%,8.95,8.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Permanent pastures and other grazing land,area,'000 ha,29,29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.06,4.06,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.28,0.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Cultivable waste,area,'000 ha,43,43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Cultivable waste,pct_of_area_under_survey,%,6.01,6.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Old fallows,area,'000 ha,52,52,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Old fallows,pct_of_area_under_survey,%,7.27,7.27,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Current fallows,area,'000 ha,71,71,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Current fallows,pct_of_area_under_survey,%,9.93,9.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Net area sown,area,'000 ha,202,202,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Net area sown,pct_of_area_under_survey,%,28.25,28.25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Total area under survey,area,'000 ha,715,715,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Total area under survey,pct_of_geographical_area,%,73.64,73.64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Area not included under survey,area,'000 ha,256,256,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,30,Sundargarh,0,Geographical area,area,'000 ha,971,971,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Forest,area,'000 ha,1840,1840,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Forest,pct_of_area_under_survey,%,15.90,15.90,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Land put to non-agricultural uses,area,'000 ha,1448,1448,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Land put to non-agricultural uses,pct_of_area_under_survey,%,12.51,12.51,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Barren and un-cultivable land,area,'000 ha,1095,1095,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Barren and un-cultivable land,pct_of_area_under_survey,%,9.46,9.46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Permanent pastures and other grazing land,area,'000 ha,502,502,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.34,4.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,252,252,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,2.18,2.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Cultivable waste,area,'000 ha,585,585,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Cultivable waste,pct_of_area_under_survey,%,5.06,5.06,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Old fallows,area,'000 ha,678,678,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Old fallows,pct_of_area_under_survey,%,5.86,5.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Current fallows,area,'000 ha,814,814,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Current fallows,pct_of_area_under_survey,%,7.03,7.03,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Net area sown,area,'000 ha,4358,4358,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Net area sown,pct_of_area_under_survey,%,37.66,37.66,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Total area under survey,area,'000 ha,11572,11572,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Total area under survey,pct_of_geographical_area,%,74.32,74.32,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Area not included under survey,area,'000 ha,3999,3999,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,,STATE,1,Geographical area,area,'000 ha,15571,15571,ok
