Year,District,Block,Code,Block_Urban,Land Use Category,Area in Ha
2023-24,Ganjam,Seragarh,112,Block,Net_Area_Sown_Irrigated,6618
2023-24,Ganjam,Seragarh,112,Block,Net_Area_Sown_Unirrigated,657
2023-24,Ganjam,Seragarh,112,Block,Net_Area_Sown_Total,7275
2023-24,Ganjam,Seragarh,112,Block,Total_Area_under_Survey,18505
2023-24,Ganjam,Dharakote,113,Block,Forest,1349
2023-24,Ganjam,Dharakote,113,Block,Land_put_to_Non_Agricultural_use,2867
2023-24,Ganjam,Dharakote,113,Block,Barren_&_Non_Cultivable_land,4967
2023-24,Ganjam,Dharakote,113,Block,Permanent_Pastures_&_other_grazing_land,459
2023-24,Ganjam,Dharakote,113,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,171
2023-24,Ganjam,Dharakote,113,Block,Cultivable_Waste,718
2023-24,Ganjam,Dharakote,113,Block,Old_Fallows,998
2023-24,Ganjam,Dharakote,113,Block,Current_Fallows,1892
2023-24,Ganjam,Dharakote,113,Block,Net_Area_Sown_Irrigated,8046
2023-24,Ganjam,Dharakote,113,Block,Net_Area_Sown_Unirrigated,3723
2023-24,Ganjam,Dharakote,113,Block,Net_Area_Sown_Total,11769
2023-24,Ganjam,Dharakote,113,Block,Total_Area_under_Survey,25190
2023-24,Ganjam,Sorada,114,Block,Forest,8583
2023-24,Ganjam,Sorada,114,Block,Land_put_to_Non_Agricultural_use,7603
2023-24,Ganjam,Sorada,114,Block,Barren_&_Non_Cultivable_land,8782
2023-24,Ganjam,Sorada,114,Block,Permanent_Pastures_&_other_grazing_land,1689
2023-24,Ganjam,Sorada,114,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,948
2023-24,Ganjam,Sorada,114,Block,Cultivable_Waste,1745
2023-24,Ganjam,Sorada,114,Block,Old_Fallows,3505
2023-24,Ganjam,Sorada,114,Block,Current_Fallows,5126
2023-24,Ganjam,Sorada,114,Block,Net_Area_Sown_Irrigated,8098
2023-24,Ganjam,Sorada,114,Block,Net_Area_Sown_Unirrigated,4334
2023-24,Ganjam,Sorada,114,Block,Net_Area_Sown_Total,12432
2023-24,Ganjam,Sorada,114,Block,Total_Area_under_Survey,50413
2023-24,Ganjam,Aska,115,Block,Forest,63
2023-24,Ganjam,Aska,115,Block,Land_put_to_Non_Agricultural_use,2872
2023-24,Ganjam,Aska,115,Block,Barren_&_Non_Cultivable_land,3537
2023-24,Ganjam,Aska,115,Block,Permanent_Pastures_&_other_grazing_land,259
2023-24,Ganjam,Aska,115,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,273
2023-24,Ganjam,Aska,115,Block,Cultivable_Waste,761
2023-24,Ganjam,Aska,115,Block,Old_Fallows,1248
2023-24,Ganjam,Aska,115,Block,Current_Fallows,1202
2023-24,Ganjam,Aska,115,Block,Net_Area_Sown_Irrigated,9635
2023-24,Ganjam,Aska,115,Block,Net_Area_Sown_Unirrigated,253
2023-24,Ganjam,Aska,115,Block,Net_Area_Sown_Total,9888
2023-24,Ganjam,Aska,115,Block,Total_Area_under_Survey,20103
2023-24,Ganjam,Kabisurya Nagar,116,Block,Forest,365
2023-24,Ganjam,Kabisurya Nagar,116,Block,Land_put_to_Non_Agricultural_use,1670
2023-24,Ganjam,Kabisurya Nagar,116,Block,Barren_&_Non_Cultivable_land,812
2023-24,Ganjam,Kabisurya Nagar,116,Block,Permanent_Pastures_&_other_grazing_land,374
2023-24,Ganjam,Kabisurya Nagar,116,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,330
2023-24,Ganjam,Kabisurya Nagar,116,Block,Cultivable_Waste,219
2023-24,Ganjam,Kabisurya Nagar,116,Block,Old_Fallows,248
2023-24,Ganjam,Kabisurya Nagar,116,Block,Current_Fallows,1082
2023-24,Ganjam,Kabisurya Nagar,116,Block,Net_Area_Sown_Irrigated,4438
2023-24,Ganjam,Kabisurya Nagar,116,Block,Net_Area_Sown_Unirrigated,5801
2023-24,Ganjam,Kabisurya Nagar,116,Block,Net_Area_Sown_Total,10239
2023-24,Ganjam,Kabisurya Nagar,116,Block,Total_Area_under_Survey,15339
2023-24,Ganjam,Purusottampur,117,Block,Forest,556
2023-24,Ganjam,Purusottampur,117,Block,Land_put_to_Non_Agricultural_use,2187
2023-24,Ganjam,Purusottampur,117,Block,Barren_&_Non_Cultivable_land,710
2023-24,Ganjam,Purusottampur,117,Block,Permanent_Pastures_&_other_grazing_land,113
2023-24,Ganjam,Purusottampur,117,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,232
2023-24,Ganjam,Purusottampur,117,Block,Cultivable_Waste,522
2023-24,Ganjam,Purusottampur,117,Block,Old_Fallows,262
2023-24,Ganjam,Purusottampur,117,Block,Current_Fallows,508
2023-24,Ganjam,Purusottampur,117,Block,Net_Area_Sown_Irrigated,13466
2023-24,Ganjam,Purusottampur,117,Block,Net_Area_Sown_Unirrigated,6001
2023-24,Ganjam,Purusottampur,117,Block,Net_Area_Sown_Total,19467
2023-24,Ganjam,Purusottampur,117,Block,Total_Area_under_Survey,24557
2023-24,Ganjam,Ganjam,118,Block,Forest,1958
2023-24,Ganjam,Ganjam,118,Block,Land_put_to_Non_Agricultural_use,3587
2023-24,Ganjam,Ganjam,118,Block,Barren_&_Non_Cultivable_land,1305
2023-24,Ganjam,Ganjam,118,Block,Permanent_Pastures_&_other_grazing_land,1406
2023-24,Ganjam,Ganjam,118,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1256
2023-24,Ganjam,Ganjam,118,Block,Cultivable_Waste,658
2023-24,Ganjam,Ganjam,118,Block,Old_Fallows,1526
2023-24,Ganjam,Ganjam,118,Block,Current_Fallows,4004
2023-24,Ganjam,Ganjam,118,Block,Net_Area_Sown_Irrigated,3417
2023-24,Ganjam,Ganjam,118,Block,Net_Area_Sown_Unirrigated,3157
2023-24,Ganjam,Ganjam,118,Block,Net_Area_Sown_Total,6574
2023-24,Ganjam,Ganjam,118,Block,Total_Area_under_Survey,22274
2023-24,Ganjam,Khalikote,119,Block,Forest,1067
2023-24,Ganjam,Khalikote,119,Block,Land_put_to_Non_Agricultural_use,2604
2023-24,Ganjam,Khalikote,119,Block,Barren_&_Non_Cultivable_land,8235
2023-24,Ganjam,Khalikote,119,Block,Permanent_Pastures_&_other_grazing_land,567
2023-24,Ganjam,Khalikote,119,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1889
2023-24,Ganjam,Khalikote,119,Block,Cultivable_Waste,356
2023-24,Ganjam,Khalikote,119,Block,Old_Fallows,1097
2023-24,Ganjam,Khalikote,119,Block,Current_Fallows,1529
2023-24,Ganjam,Khalikote,119,Block,Net_Area_Sown_Irrigated,8712
2023-24,Ganjam,Khalikote,119,Block,Net_Area_Sown_Unirrigated,10146
2023-24,Ganjam,Khalikote,119,Block,Net_Area_Sown_Total,18858
2023-24,Ganjam,Khalikote,119,Block,Total_Area_under_Survey,36202
2023-24,Ganjam,Kodala,120,Block,Forest,131
2023-24,Ganjam,Kodala,120,Block,Land_put_to_Non_Agricultural_use,1079
2023-24,Ganjam,Kodala,120,Block,Barren_&_Non_Cultivable_land,12320
2023-24,Ganjam,Kodala,120,Block,Permanent_Pastures_&_other_grazing_land,168
2023-24,Ganjam,Kodala,120,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,410
2023-24,Ganjam,Kodala,120,Block,Cultivable_Waste,95
2023-24,Ganjam,Kodala,120,Block,Old_Fallows,264
2023-24,Ganjam,Kodala,120,Block,Current_Fallows,647
2023-24,Ganjam,Kodala,120,Block,Net_Area_Sown_Irrigated,4415
2023-24,Ganjam,Kodala,120,Block,Net_Area_Sown_Unirrigated,4029
2023-24,Ganjam,Kodala,120,Block,Net_Area_Sown_Total,8444
2023-24,Ganjam,Kodala,120,Block,Total_Area_under_Survey,23558
2023-24,Ganjam,Polasara,121,Block,Forest,306
2023-24,Ganjam,Polasara,121,Block,Land_put_to_Non_Agricultural_use,2090
2023-24,Ganjam,Polasara,121,Block,Barren_&_Non_Cultivable_land,1172
2023-24,Ganjam,Polasara,121,Block,Permanent_Pastures_&_other_grazing_land,271
2023-24,Ganjam,Polasara,121,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,815
2023-24,Ganjam,Polasara,121,Block,Cultivable_Waste,27
2023-24,Ganjam,Polasara,121,Block,Old_Fallows,1467
2023-24,Ganjam,Polasara,121,Block,Current_Fallows,1841
2023-24,Ganjam,Polasara,121,Block,Net_Area_Sown_Irrigated,8080
2023-24,Ganjam,Polasara,121,Block,Net_Area_Sown_Unirrigated,3958
2023-24,Ganjam,Polasara,121,Block,Net_Area_Sown_Total,12038
2023-24,Ganjam,Polasara,121,Block,Total_Area_under_Survey,20027
2023-24,Ganjam,Bhanjanagar,122,Block,Forest,267
2023-24,Ganjam,Bhanjanagar,122,Block,Land_put_to_Non_Agricultural_use,2297
2023-24,Ganjam,Bhanjanagar,122,Block,Barren_&_Non_Cultivable_land,244
2023-24,Ganjam,Bhanjanagar,122,Block,Permanent_Pastures_&_other_grazing_land,363
2023-24,Ganjam,Bhanjanagar,122,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,378
2023-24,Ganjam,Bhanjanagar,122,Block,Cultivable_Waste,811
2023-24,Ganjam,Bhanjanagar,122,Block,Old_Fallows,984
2023-24,Ganjam,Bhanjanagar,122,Block,Current_Fallows,1465
2023-24,Ganjam,Bhanjanagar,122,Block,Net_Area_Sown_Irrigated,12138
2023-24,Ganjam,Bhanjanagar,122,Block,Net_Area_Sown_Unirrigated,10486
2023-24,Ganjam,Bhanjanagar,122,Block,Net_Area_Sown_Total,22624
2023-24,Ganjam,Bhanjanagar,122,Block,Total_Area_under_Survey,29433
2023-24,Ganjam,Belaguntha,123,Block,Forest,1169
2023-24,Ganjam,Belaguntha,123,Block,Land_put_to_Non_Agricultural_use,2069
2023-24,Ganjam,Belaguntha,123,Block,Barren_&_Non_Cultivable_land,515
2023-24,Ganjam,Belaguntha,123,Block,Permanent_Pastures_&_other_grazing_land,328
2023-24,Ganjam,Belaguntha,123,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,468
2023-24,Ganjam,Belaguntha,123,Block,Cultivable_Waste,588
2023-24,Ganjam,Belaguntha,123,Block,Old_Fallows,693
2023-24,Ganjam,Belaguntha,123,Block,Current_Fallows,1218
2023-24,Ganjam,Belaguntha,123,Block,Net_Area_Sown_Irrigated,8118
2023-24,Ganjam,Belaguntha,123,Block,Net_Area_Sown_Unirrigated,3294
2023-24,Ganjam,Belaguntha,123,Block,Net_Area_Sown_Total,11412
2023-24,Ganjam,Belaguntha,123,Block,Total_Area_under_Survey,18460
2023-24,Ganjam,Buguda,124,Block,Forest,1801
2023-24,Ganjam,Buguda,124,Block,Land_put_to_Non_Agricultural_use,3127
2023-24,Ganjam,Buguda,124,Block,Barren_&_Non_Cultivable_land,773
2023-24,Ganjam,Buguda,124,Block,Permanent_Pastures_&_other_grazing_land,996
2023-24,Ganjam,Buguda,124,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1149
2023-24,Ganjam,Buguda,124,Block,Cultivable_Waste,1505
2023-24,Ganjam,Buguda,124,Block,Old_Fallows,3091
2023-24,Ganjam,Buguda,124,Block,Current_Fallows,3860
2023-24,Ganjam,Buguda,124,Block,Net_Area_Sown_Irrigated,3286
2023-24,Ganjam,Buguda,124,Block,Net_Area_Sown_Unirrigated,6017
2023-24,Ganjam,Buguda,124,Block,Net_Area_Sown_Total,9303
2023-24,Ganjam,Buguda,124,Block,Total_Area_under_Survey,25605
2023-24,Ganjam,Jagannathprasad,125,Block,Forest,4023
2023-24,Ganjam,Jagannathprasad,125,Block,Land_put_to_Non_Agricultural_use,3392
2023-24,Ganjam,Jagannathprasad,125,Block,Barren_&_Non_Cultivable_land,3540
2023-24,Ganjam,Jagannathprasad,125,Block,Permanent_Pastures_&_other_grazing_land,2320
2023-24,Ganjam,Jagannathprasad,125,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1662
2023-24,Ganjam,Jagannathprasad,125,Block,Cultivable_Waste,2536
2023-24,Ganjam,Jagannathprasad,125,Block,Old_Fallows,2187
2023-24,Ganjam,Jagannathprasad,125,Block,Current_Fallows,2190
2023-24,Ganjam,Jagannathprasad,125,Block,Net_Area_Sown_Irrigated,6886
2023-24,Ganjam,Jagannathprasad,125,Block,Net_Area_Sown_Unirrigated,14530
2023-24,Ganjam,Jagannathprasad,125,Block,Net_Area_Sown_Total,21416
2023-24,Ganjam,Jagannathprasad,125,Block,Total_Area_under_Survey,43266
2023-24,Ganjam,URBAN,,Urban,Forest,1321
2023-24,Ganjam,URBAN,,Urban,Land_put_to_Non_Agricultural_use,2335
2023-24,Ganjam,URBAN,,Urban,Barren_&_Non_Cultivable_land,2554
2023-24,Ganjam,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,495
2023-24,Ganjam,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,497
2023-24,Ganjam,URBAN,,Urban,Cultivable_Waste,706
2023-24,Ganjam,URBAN,,Urban,Old_Fallows,992
2023-24,Ganjam,URBAN,,Urban,Current_Fallows,1386
2023-24,Ganjam,URBAN,,Urban,Net_Area_Sown_Irrigated,4723
2023-24,Ganjam,URBAN,,Urban,Net_Area_Sown_Unirrigated,2405
2023-24,Ganjam,URBAN,,Urban,Net_Area_Sown_Total,7128
2023-24,Ganjam,URBAN,,Urban,Total_Area_under_Survey,17414
2023-24,Jagatsinghpur,Biridi,49,Block,Forest,0
2023-24,Jagatsinghpur,Biridi,49,Block,Land_put_to_Non_Agricultural_use,2934
2023-24,Jagatsinghpur,Biridi,49,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Biridi,49,Block,Permanent_Pastures_&_other_grazing_land,448
2023-24,Jagatsinghpur,Biridi,49,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,370
2023-24,Jagatsinghpur,Biridi,49,Block,Cultivable_Waste,203
2023-24,Jagatsinghpur,Biridi,49,Block,Old_Fallows,379
2023-24,Jagatsinghpur,Biridi,49,Block,Current_Fallows,594
2023-24,Jagatsinghpur,Biridi,49,Block,Net_Area_Sown_Irrigated,5655
2023-24,Jagatsinghpur,Biridi,49,Block,Net_Area_Sown_Unirrigated,235
2023-24,Jagatsinghpur,Biridi,49,Block,Net_Area_Sown_Total,5890
2023-24,Jagatsinghpur,Biridi,49,Block,Total_Area_under_Survey,10818
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Forest,1074
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Land_put_to_Non_Agricultural_use,2624
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Permanent_Pastures_&_other_grazing_land,463
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,285
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Cultivable_Waste,132
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Old_Fallows,205
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Current_Fallows,650
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Net_Area_Sown_Irrigated,5740
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Net_Area_Sown_Unirrigated,84
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Net_Area_Sown_Total,5824
2023-24,Jagatsinghpur,Raghunathpur,62,Block,Total_Area_under_Survey,11257
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Forest,0
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Land_put_to_Non_Agricultural_use,3832
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Permanent_Pastures_&_other_grazing_land,534
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,483
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Cultivable_Waste,443
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Old_Fallows,702
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Current_Fallows,1172
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Net_Area_Sown_Irrigated,9483
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Net_Area_Sown_Unirrigated,159
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Net_Area_Sown_Total,9642
2023-24,Jagatsinghpur,jagatsinghpur,63,Block,Total_Area_under_Survey,16808
2023-24,Jagatsinghpur,Naugaon,65,Block,Forest,0
2023-24,Jagatsinghpur,Naugaon,65,Block,Land_put_to_Non_Agricultural_use,3352
2023-24,Jagatsinghpur,Naugaon,65,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Naugaon,65,Block,Permanent_Pastures_&_other_grazing_land,434
2023-24,Jagatsinghpur,Naugaon,65,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,85
2023-24,Jagatsinghpur,Naugaon,65,Block,Cultivable_Waste,299
2023-24,Jagatsinghpur,Naugaon,65,Block,Old_Fallows,395
2023-24,Jagatsinghpur,Naugaon,65,Block,Current_Fallows,644
2023-24,Jagatsinghpur,Naugaon,65,Block,Net_Area_Sown_Irrigated,1736
2023-24,Jagatsinghpur,Naugaon,65,Block,Net_Area_Sown_Unirrigated,5203
2023-24,Jagatsinghpur,Naugaon,65,Block,Net_Area_Sown_Total,6939
2023-24,Jagatsinghpur,Naugaon,65,Block,Total_Area_under_Survey,12148
2023-24,Jagatsinghpur,Balikuda,66,Block,Forest,835
2023-24,Jagatsinghpur,Balikuda,66,Block,Land_put_to_Non_Agricultural_use,9675
2023-24,Jagatsinghpur,Balikuda,66,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Balikuda,66,Block,Permanent_Pastures_&_other_grazing_land,1572
2023-24,Jagatsinghpur,Balikuda,66,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,384
2023-24,Jagatsinghpur,Balikuda,66,Block,Cultivable_Waste,1916
2023-24,Jagatsinghpur,Balikuda,66,Block,Old_Fallows,1456
2023-24,Jagatsinghpur,Balikuda,66,Block,Current_Fallows,1282
2023-24,Jagatsinghpur,Balikuda,66,Block,Net_Area_Sown_Irrigated,9278
2023-24,Jagatsinghpur,Balikuda,66,Block,Net_Area_Sown_Unirrigated,3537
2023-24,Jagatsinghpur,Balikuda,66,Block,Net_Area_Sown_Total,12815
2023-24,Jagatsinghpur,Balikuda,66,Block,Total_Area_under_Survey,29935
2023-24,Jagatsinghpur,Erasama,67,Block,Forest,1604
2023-24,Jagatsinghpur,Erasama,67,Block,Land_put_to_Non_Agricultural_use,11808
2023-24,Jagatsinghpur,Erasama,67,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Erasama,67,Block,Permanent_Pastures_&_other_grazing_land,1611
2023-24,Jagatsinghpur,Erasama,67,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,397
2023-24,Jagatsinghpur,Erasama,67,Block,Cultivable_Waste,1472
2023-24,Jagatsinghpur,Erasama,67,Block,Old_Fallows,1190
2023-24,Jagatsinghpur,Erasama,67,Block,Current_Fallows,2475
2023-24,Jagatsinghpur,Erasama,67,Block,Net_Area_Sown_Irrigated,2163
2023-24,Jagatsinghpur,Erasama,67,Block,Net_Area_Sown_Unirrigated,15776
2023-24,Jagatsinghpur,Erasama,67,Block,Net_Area_Sown_Total,17939
2023-24,Jagatsinghpur,Erasama,67,Block,Total_Area_under_Survey,38496
2023-24,Jagatsinghpur,Tirtol,68,Block,Forest,122
2023-24,Jagatsinghpur,Tirtol,68,Block,Land_put_to_Non_Agricultural_use,5837
2023-24,Jagatsinghpur,Tirtol,68,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Tirtol,68,Block,Permanent_Pastures_&_other_grazing_land,1052
2023-24,Jagatsinghpur,Tirtol,68,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,620
2023-24,Jagatsinghpur,Tirtol,68,Block,Cultivable_Waste,959
2023-24,Jagatsinghpur,Tirtol,68,Block,Old_Fallows,653
2023-24,Jagatsinghpur,Tirtol,68,Block,Current_Fallows,762
2023-24,Jagatsinghpur,Tirtol,68,Block,Net_Area_Sown_Irrigated,10577
2023-24,Jagatsinghpur,Tirtol,68,Block,Net_Area_Sown_Unirrigated,2219
2023-24,Jagatsinghpur,Tirtol,68,Block,Net_Area_Sown_Total,12796
2023-24,Jagatsinghpur,Tirtol,68,Block,Total_Area_under_Survey,22801
2023-24,Jagatsinghpur,Kujanga,77,Block,Forest,0
2023-24,Jagatsinghpur,Kujanga,77,Block,Land_put_to_Non_Agricultural_use,8478
2023-24,Jagatsinghpur,Kujanga,77,Block,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,Kujanga,77,Block,Permanent_Pastures_&_other_grazing_land,1083
2023-24,Jagatsinghpur,Kujanga,77,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,192
2023-24,Jagatsinghpur,Kujanga,77,Block,Cultivable_Waste,4394
2023-24,Jagatsinghpur,Kujanga,77,Block,Old_Fallows,196
2023-24,Jagatsinghpur,Kujanga,77,Block,Current_Fallows,158
2023-24,Jagatsinghpur,Kujanga,77,Block,Net_Area_Sown_Irrigated,8352
2023-24,Jagatsinghpur,Kujanga,77,Block,Net_Area_Sown_Unirrigated,503
2023-24,Jagatsinghpur,Kujanga,77,Block,Net_Area_Sown_Total,8855
2023-24,Jagatsinghpur,Kujanga,77,Block,Total_Area_under_Survey,23356
2023-24,Jagatsinghpur,URBAN,,Urban,Forest,246
2023-24,Jagatsinghpur,URBAN,,Urban,Land_put_to_Non_Agricultural_use,3282
2023-24,Jagatsinghpur,URBAN,,Urban,Barren_&_Non_Cultivable_land,0
2023-24,Jagatsinghpur,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,487
2023-24,Jagatsinghpur,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,190
2023-24,Jagatsinghpur,URBAN,,Urban,Cultivable_Waste,664
2023-24,Jagatsinghpur,URBAN,,Urban,Old_Fallows,350
2023-24,Jagatsinghpur,URBAN,,Urban,Current_Fallows,523
2023-24,Jagatsinghpur,URBAN,,Urban,Net_Area_Sown_Irrigated,591
2023-24,Jagatsinghpur,URBAN,,Urban,Net_Area_Sown_Unirrigated,305
2023-24,Jagatsinghpur,URBAN,,Urban,Net_Area_Sown_Total,896
2023-24,Jagatsinghpur,URBAN,,Urban,Total_Area_under_Survey,6638
2023-24,Jajpur,Badachana,52,Block,Forest,2174
2023-24,Jajpur,Badachana,52,Block,Land_put_to_Non_Agricultural_use,7471
2023-24,Jajpur,Badachana,52,Block,Barren_&_Non_Cultivable_land,35
2023-24,Jajpur,Badachana,52,Block,Permanent_Pastures_&_other_grazing_land,1924
2023-24,Jajpur,Badachana,52,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,345
2023-24,Jajpur,Badachana,52,Block,Cultivable_Waste,1997
2023-24,Jajpur,Badachana,52,Block,Old_Fallows,1542
2023-24,Jajpur,Badachana,52,Block,Current_Fallows,1290
2023-24,Jajpur,Badachana,52,Block,Net_Area_Sown_Irrigated,7566
2023-24,Jajpur,Badachana,52,Block,Net_Area_Sown_Unirrigated,13649
2023-24,Jajpur,Badachana,52,Block,Net_Area_Sown_Total,21215
2023-24,Jajpur,Badachana,52,Block,Total_Area_under_Survey,37993
2023-24,Jajpur,Dharmasala,53,Block,Forest,867
2023-24,Jajpur,Dharmasala,53,Block,Land_put_to_Non_Agricultural_use,5284
2023-24,Jajpur,Dharmasala,53,Block,Barren_&_Non_Cultivable_land,4128
2023-24,Jajpur,Dharmasala,53,Block,Permanent_Pastures_&_other_grazing_land,1019
2023-24,Jajpur,Dharmasala,53,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,949
2023-24,Jajpur,Dharmasala,53,Block,Cultivable_Waste,482
2023-24,Jajpur,Dharmasala,53,Block,Old_Fallows,860
2023-24,Jajpur,Dharmasala,53,Block,Current_Fallows,1840
2023-24,Jajpur,Dharmasala,53,Block,Net_Area_Sown_Irrigated,3473
2023-24,Jajpur,Dharmasala,53,Block,Net_Area_Sown_Unirrigated,12844
2023-24,Jajpur,Dharmasala,53,Block,Net_Area_Sown_Total,16317
2023-24,Jajpur,Dharmasala,53,Block,Total_Area_under_Survey,31746
2023-24,Jajpur,Sukinda,54,Block,Forest,6356
2023-24,Jajpur,Sukinda,54,Block,Land_put_to_Non_Agricultural_use,7572
2023-24,Jajpur,Sukinda,54,Block,Barren_&_Non_Cultivable_land,2950
2023-24,Jajpur,Sukinda,54,Block,Permanent_Pastures_&_other_grazing_land,1440
2023-24,Jajpur,Sukinda,54,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,537
2023-24,Jajpur,Sukinda,54,Block,Cultivable_Waste,3509
2023-24,Jajpur,Sukinda,54,Block,Old_Fallows,2223
2023-24,Jajpur,Sukinda,54,Block,Current_Fallows,2071
2023-24,Jajpur,Sukinda,54,Block,Net_Area_Sown_Irrigated,51
2023-24,Jajpur,Sukinda,54,Block,Net_Area_Sown_Unirrigated,11230
2023-24,Jajpur,Sukinda,54,Block,Net_Area_Sown_Total,11281
2023-24,Jajpur,Sukinda,54,Block,Total_Area_under_Survey,37939
2023-24,Jajpur,Danagadi,55,Block,Forest,3176
2023-24,Jajpur,Danagadi,55,Block,Land_put_to_Non_Agricultural_use,3463
2023-24,Jajpur,Danagadi,55,Block,Barren_&_Non_Cultivable_land,84
2023-24,Jajpur,Danagadi,55,Block,Permanent_Pastures_&_other_grazing_land,1243
2023-24,Jajpur,Danagadi,55,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,320
2023-24,Jajpur,Danagadi,55,Block,Cultivable_Waste,1121
2023-24,Jajpur,Danagadi,55,Block,Old_Fallows,2110
2023-24,Jajpur,Danagadi,55,Block,Current_Fallows,1873
2023-24,Jajpur,Danagadi,55,Block,Net_Area_Sown_Irrigated,86
2023-24,Jajpur,Danagadi,55,Block,Net_Area_Sown_Unirrigated,12490
2023-24,Jajpur,Danagadi,55,Block,Net_Area_Sown_Total,12576
2023-24,Jajpur,Danagadi,55,Block,Total_Area_under_Survey,25966
2023-24,Jajpur,Korai,56,Block,Forest,209
2023-24,Jajpur,Korai,56,Block,Land_put_to_Non_Agricultural_use,4738
2023-24,Jajpur,Korai,56,Block,Barren_&_Non_Cultivable_land,14
2023-24,Jajpur,Korai,56,Block,Permanent_Pastures_&_other_grazing_land,2527
2023-24,Jajpur,Korai,56,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,253
